登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説,通算チェック回数,最終チェック日時
E28108,1,10,headquarters,名詞,本部、本社,the main office from which an organization is controlled,The survey headquarters coordinated teams working at sites across three continents.,その調査の本部は三つの大陸の各地で活動する班を調整した。,単数でも複数でも同じ形で、動詞はどちらの扱いも認められる点に注意する。,0,
E28109,1,10,heritage,名詞,遺産、伝統,"traditions, buildings, and objects that a society has inherited from the past",The site was listed as world heritage because of its unique rock paintings.,その遺跡は独特の岩絵のために世界遺産として登録された。,cultural heritage や natural heritage の形が多く、legacy より有形の物を指しやすい。,0,
E28110,1,10,initiative,名詞,主導権、新たな取り組み,"the ability to act first, or a new plan made to solve a problem",The university launched an initiative to reduce energy use across all research laboratories.,大学は全ての研究室でエネルギー使用を減らす新たな取り組みを開始した。,take the initiative で「率先して行動する」となる。政策や計画を指す名詞としても学術文に頻出する。,0,
E28111,1,10,landscape,名詞,風景、地形、全体の状況,"the visible features of an area of land, or the general situation in a field",Glacial erosion shaped the landscape of northern Europe over many thousands of years.,氷河による侵食が何千年もかけて北ヨーロッパの地形を形づくった。,地形の意味に加え、the political landscape のように「情勢」を表す比喩でも使う。,0,
E28112,1,10,logic,名詞,論理、論法,a way of thinking in which each idea follows correctly from the one before,The professor explained the logic behind each step of the long mathematical proof.,教授はその長い数学的証明の各段階の背後にある論理を説明した。,形容詞は logical、副詞は logically。学術文では reasoning と言い換えられることが多い。,0,
E28113,1,10,objective,名詞,目的、目標,something that you are trying to achieve,The main objective of the experiment was to measure changes in soil acidity.,その実験の主な目的は土壌の酸性度の変化を測定することだった。,形容詞では「客観的な」の意味になり、subjective と対になる。,0,
E28114,1,10,regard,動詞,みなす、考える,to think of someone or something in a particular way,Many historians regard the invention of printing as a turning point in education.,多くの歴史家は印刷術の発明を教育の転換点とみなしている。,regard A as B の形が基本。with regard to は「～に関して」という熟語になる。,0,
E28115,1,10,roughly,副詞,おおよそ、大まかに,"approximately, and not exactly",The lecturer noted that roughly seventy percent of the earth is covered by water.,講師は地球のおよそ七十パーセントが水で覆われていると述べた。,about や approximately と同義で、数値の直前に置くことが多い。,0,
E28116,1,10,salary,名詞,給料、給与,a fixed amount of money paid to an employee each month or year,The study compared the average salary of graduates in science and humanities fields.,その研究は理系と人文系の卒業生の平均給与を比較した。,月給や年俸を指し、時給制を表す wage とは区別される。,0,
E28117,1,10,script,名詞,台本、文字体系,"the written text of a play or speech, or a system of writing",Scholars have not yet deciphered the script used by this ancient river civilization.,学者たちはこの古代の河川文明が用いた文字体系をまだ解読していない。,言語学では「文字体系」、演劇や映画では「脚本」を指す。,0,
E28118,1,10,strip,動詞,はぎ取る、取り除く,to remove a layer or covering from a surface,Heavy rainfall can strip nutrients from exposed soil on steep deforested slopes.,豪雨は森林が失われた急斜面の露出した土壌から養分を奪うことがある。,strip A of B の形も多い。名詞では「細長い一片」を意味する。,0,
E28119,1,10,threatened,形容詞,絶滅の危機にある、脅かされた,in danger of being harmed or of disappearing,Several threatened species survive only in small protected areas of the rainforest.,いくつかの絶滅危惧種は熱帯雨林の小さな保護区域にのみ生き残っている。,生物学では endangered の一段階手前の状態を指すことが多い。,0,
